0.53099,0.83043,0.55096,0.67551,0.4914,0.3587
0.53099,0.36463,0.31709,0.24904,0.4914,0.38555
0.45989,0.34368,0.28353,0.079801,0.28741,0.66273
0.45989,0.4469,0.83789,0.92764,0.28741,0.66273
0.53099,0.36463,0.38802,0.24904,0.56706,0.3587
0.53099,0.21559,0.55096,0.75116,0.4914,0.38555
0.53099,0.21559,0.55096,0.67551,0.4914,0.38555
0.54082,0.36463,0.7592,0.75116,0.80569,0.66273
0.53099,0.36463,0.28353,0.67551,0.4914,0.3587
0.53099,0.36463,0.55096,0.67551,0.80569,0.66273
0.53099,0.36463,0.31709,0.67551,0.4914,0.3587
0.21856,0.34368,0.31709,0.079801,0.28741,0.3709
0.47177,0.34368,0.28353,0.1246,0.28741,0.3709
0.82106,0.83043,0.7592,0.83433,0.51903,0.66273
0.53099,0.34368,0.28353,0.1246,0.4914,0.3587
0.54082,0.46895,0.26658,0.079801,0.086945,0.46604
0.53099,0.83043,0.28353,0.67551,0.67591,0.66273
0.53099,0.99019,0.83789,0.75116,0.56706,0.94624
0.29915,0.36463,0.7592,0.75116,0.4914,0.38555
0.29915,0.36463,0.55096,0.67551,0.4914,0.3587
0.45989,0.46895,0.26658,0.079801,0.1906,0.3587
0.45989,0.34368,0.7592,0.75116,0.56706,0.94624
0.21856,0.4469,0.83789,0.5,0.28741,0.66273
0.45989,0.34368,0.28353,0.1246,0.4914,0.3587
0.45989,0.37683,0.83789,0.83433,0.4914,0.3587
0.82106,0.83043,0.68057,0.67551,0.56706,0.3709
0.29915,0.21559,0.7592,0.67551,0.67591,0.3709
0.45989,0.36463,0.38802,0.1246,0.51903,0.3709
0.21856,0.4469,0.83789,0.67551,0.56706,0.46604
0.53099,0.46895,0.7592,0.67551,0.80569,0.65682
0.21856,0.37683,0.83789,0.83433,0.58015,0.94624
0.29915,0.21559,0.2571,0.67551,0.67591,0.3709
0.21856,0.36463,0.31709,0.1246,0.4914,0.3587
0.21856,0.37683,0.28353,0.1246,0.28741,0.66273
0.53099,0.99019,0.83789,0.5,0.28741,0.65682
0.82106,0.83043,0.55096,0.67551,0.56706,0.38555
0.53099,0.36463,0.28353,0.1246,0.56706,0.3587
0.82106,0.21559,0.55096,0.75116,0.80569,0.66273
0.21856,0.34368,0.28353,0.1246,0.4914,0.3587
