0.53099,0.83043,0.59695,0.70482,0.52085,0.36772
0.53099,0.35648,0.31938,0.22651,0.52085,0.36772
0.34707,0.35648,0.31938,0.10314,0.33888,0.66273
0.34707,0.43089,0.84674,0.72454,0.33888,0.66273
0.53099,0.35648,0.31938,0.22651,0.52085,0.36772
0.53099,0.21559,0.59695,0.70482,0.52085,0.36772
0.53099,0.21559,0.59695,0.70482,0.52085,0.36772
0.4753,0.35648,0.59695,0.70482,0.75007,0.66273
0.53099,0.35648,0.31938,0.70482,0.52085,0.36772
0.53099,0.35648,0.59695,0.70482,0.75007,0.66273
0.53099,0.35648,0.31938,0.70482,0.52085,0.36772
0.34707,0.35648,0.31938,0.10314,0.33888,0.36772
0.4753,0.35648,0.31938,0.10314,0.33888,0.36772
0.66582,0.83043,0.59695,0.72454,0.33888,0.66273
0.53099,0.35648,0.31938,0.10314,0.52085,0.36772
0.4753,0.43089,0.32955,0.10314,0.13877,0.75416
0.53099,0.83043,0.31938,0.70482,0.75007,0.66273
0.53099,0.99019,0.84674,0.70482,0.52085,0.75416
0.34707,0.35648,0.59695,0.70482,0.52085,0.36772
0.34707,0.35648,0.59695,0.70482,0.52085,0.36772
0.34707,0.43089,0.32955,0.10314,0.13877,0.36772
0.34707,0.35648,0.59695,0.70482,0.52085,0.75416
0.34707,0.43089,0.84674,0.72454,0.33888,0.66273
0.34707,0.35648,0.31938,0.10314,0.52085,0.36772
0.34707,0.43089,0.84674,0.70482,0.52085,0.36772
0.66582,0.83043,0.32955,0.70482,0.52085,0.36772
0.34707,0.21559,0.59695,0.70482,0.75007,0.36772
0.34707,0.35648,0.31938,0.10314,0.33888,0.36772
0.34707,0.43089,0.84674,0.70482,0.52085,0.75416
0.53099,0.43089,0.84674,0.70482,0.75007,0.65682
0.34707,0.43089,0.84674,0.72454,0.52085,0.75416
0.66582,0.21559,0.59695,0.70482,0.75007,0.36772
0.4753,0.35648,0.31938,0.10314,0.52085,0.36772
0.34707,0.43089,0.32955,0.10314,0.33888,0.66273
0.53099,0.99019,0.84674,0.72454,0.33888,0.65682
0.66582,0.83043,0.59695,0.70482,0.52085,0.36772
0.53099,0.35648,0.32955,0.22651,0.52085,0.36772
0.66582,0.21559,0.59695,0.70482,0.75007,0.66273
0.34707,0.35648,0.32955,0.10314,0.52085,0.36772
