0.52866,0.64747,0.59695,0.70482,0.51789,0.37738
0.52866,0.35762,0.31938,0.12958,0.51789,0.37738
0.33032,0.35762,0.31938,0.12958,0.33888,0.69662
0.33032,0.43089,0.82828,0.72454,0.33888,0.69662
0.52866,0.35762,0.31938,0.12958,0.51789,0.37738
0.52866,0.64747,0.59695,0.70482,0.51789,0.37738
0.52866,0.64747,0.59695,0.70482,0.51789,0.37738
0.52866,0.35762,0.59695,0.70482,0.75007,0.69662
0.52866,0.35762,0.31938,0.70482,0.51789,0.37738
0.52866,0.35762,0.59695,0.70482,0.75007,0.69662
0.52866,0.35762,0.31938,0.70482,0.51789,0.37738
0.33032,0.35762,0.31938,0.12958,0.33888,0.37738
0.52866,0.35762,0.31938,0.12958,0.33888,0.37738
0.82106,0.64747,0.59695,0.72454,0.33888,0.69662
0.52866,0.35762,0.31938,0.12958,0.51789,0.37738
0.52866,0.43089,0.25935,0.12958,0.2859,0.69662
0.52866,0.64747,0.31938,0.70482,0.75007,0.69662
0.52866,0.64747,0.82828,0.70482,0.51789,0.69662
0.33032,0.35762,0.59695,0.70482,0.51789,0.37738
0.33032,0.35762,0.59695,0.70482,0.51789,0.37738
0.33032,0.43089,0.25935,0.12958,0.2859,0.37738
0.33032,0.35762,0.59695,0.70482,0.51789,0.69662
0.33032,0.43089,0.82828,0.72454,0.33888,0.69662
0.33032,0.35762,0.31938,0.12958,0.51789,0.37738
0.33032,0.43089,0.82828,0.70482,0.51789,0.37738
0.82106,0.64747,0.82828,0.70482,0.51789,0.37738
0.33032,0.64747,0.59695,0.70482,0.75007,0.37738
0.33032,0.35762,0.31938,0.12958,0.33888,0.37738
0.33032,0.43089,0.82828,0.70482,0.51789,0.69662
0.52866,0.43089,0.82828,0.70482,0.75007,0.37738
0.33032,0.43089,0.82828,0.72454,0.2859,0.69662
0.33032,0.35762,0.59695,0.70482,0.75007,0.37738
0.33032,0.35762,0.31938,0.12958,0.51789,0.37738
0.33032,0.43089,0.25935,0.12958,0.33888,0.69662
0.52866,0.64747,0.82828,0.72454,0.33888,0.69662
0.82106,0.64747,0.59695,0.70482,0.51789,0.37738
0.52866,0.35762,0.25935,0.12958,0.51789,0.37738
0.82106,0.35762,0.59695,0.70482,0.75007,0.69662
0.33032,0.35762,0.25935,0.12958,0.51789,0.37738
