0.53099,0.56179,0.59695,0.70482,0.51789,0.36772
0.53099,0.35762,0.31938,0.22651,0.51789,0.36772
0.34707,0.35762,0.31938,0.10314,0.33888,0.66273
0.34707,0.43089,0.84674,0.72454,0.33888,0.66273
0.53099,0.35762,0.31938,0.22651,0.51789,0.36772
0.53099,0.56179,0.59695,0.70482,0.51789,0.36772
0.53099,0.56179,0.59695,0.70482,0.51789,0.36772
0.4753,0.35762,0.59695,0.70482,0.75007,0.66273
0.53099,0.35762,0.31938,0.70482,0.51789,0.36772
0.53099,0.35762,0.59695,0.70482,0.75007,0.66273
0.53099,0.35762,0.31938,0.70482,0.51789,0.36772
0.34707,0.35762,0.31938,0.10314,0.33888,0.36772
0.4753,0.35762,0.31938,0.10314,0.33888,0.36772
0.66582,0.56179,0.59695,0.72454,0.33888,0.66273
0.53099,0.35762,0.31938,0.10314,0.51789,0.36772
0.4753,0.43089,0.32955,0.10314,0.2859,0.75416
0.53099,0.56179,0.31938,0.70482,0.75007,0.66273
0.53099,0.99019,0.84674,0.70482,0.51789,0.75416
0.34707,0.35762,0.59695,0.70482,0.51789,0.36772
0.34707,0.35762,0.59695,0.70482,0.51789,0.36772
0.34707,0.43089,0.32955,0.10314,0.2859,0.36772
0.34707,0.35762,0.59695,0.70482,0.51789,0.75416
0.34707,0.43089,0.84674,0.72454,0.33888,0.66273
0.34707,0.35762,0.31938,0.10314,0.51789,0.36772
0.34707,0.43089,0.84674,0.70482,0.51789,0.36772
0.66582,0.56179,0.32955,0.70482,0.51789,0.36772
0.34707,0.56179,0.59695,0.70482,0.75007,0.36772
0.34707,0.35762,0.31938,0.10314,0.33888,0.36772
0.34707,0.43089,0.84674,0.70482,0.51789,0.75416
0.53099,0.43089,0.84674,0.70482,0.75007,0.65682
0.34707,0.43089,0.84674,0.72454,0.2859,0.75416
0.66582,0.35762,0.59695,0.70482,0.75007,0.36772
0.4753,0.35762,0.31938,0.10314,0.51789,0.36772
0.34707,0.43089,0.32955,0.10314,0.33888,0.66273
0.53099,0.99019,0.84674,0.72454,0.33888,0.65682
0.66582,0.56179,0.59695,0.70482,0.51789,0.36772
0.53099,0.35762,0.32955,0.22651,0.51789,0.36772
0.66582,0.35762,0.59695,0.70482,0.75007,0.66273
0.34707,0.35762,0.32955,0.10314,0.51789,0.36772
